title,url,priority,type,state,subsystem,affected version,included in builds,avaliable in,latest affected,created date,refactoring_haibo,refactoring_zhuolin,final label,input program,final label1,input property,symptoms,refactoring type,commit_html_url,new root cause,new root cause zl,stage,stage zl,"disagree (root cause, stage)",checked,cross checked,reproducebale,might need to remove,oracle,notes,initialize refactoring,propocess/ precondition,,perform change,confused,note
"""Inline this only"" shall not warn about usages in unloaded modules",https://youtrack.jetbrains.com/issue/IDEA-294869/Inline-this-only-shall-not-warn-about-usages-in-unloaded-modules,Normal,Bug,Fixed,Java. Refactorings,2022.2,222.288,2022.2,Not specified,26 Jul 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Convert record to class refactoring mixes up interfaces,https://youtrack.jetbrains.com/issue/IDEA-295323/Convert-record-to-class-refactoring-mixes-up-interfaces,Normal,Bug,Fixed,Java. Refactorings,"2022.2, 2022.1 (221.5080.210)","223.930, 222.3330",2022.2,Not specified,26 Jul 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaming generic parameter doesn't change name in javadoc,https://youtrack.jetbrains.com/issue/IDEA-227582/Renaming-generic-parameter-doesnt-change-name-in-javadoc,Normal,Bug,Fixed,Java. Refactorings,2019.3 (193.5233.102),"201.4533, 193.6514",Not specified,Not specified,21 Jul 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Moving a class to a new package doesn't work if I need to add the folder to SVN first,https://youtrack.jetbrains.com/issue/IDEA-191185/Moving-a-class-to-a-new-package-doesnt-work-if-I-need-to-add-the-folder-to-SVN-first,Normal,Bug,Fixed,Java. Refactorings,2018.1.5 (181.5284.24),182.278,Not specified,Not specified,21 Jul 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannot extract expression to variable,https://youtrack.jetbrains.com/issue/IDEA-216460/Cannot-extract-expression-to-variable,Normal,Bug,Fixed,Java. Refactorings,2019.2 (192.5728.98),193.325,2019.3,Not specified,13 Jul 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refactoring ""Rename field"" should not change it's fully-qualified name to thort name inside property-files",https://youtrack.jetbrains.com/issue/IDEA-210056/Refactoring-Rename-field-should-not-change-its-fully-qualified-name-to-thort-name-inside-property-files,Normal,Bug,Fixed,Java. Refactorings,2019.1 (191.6183.87),192.331,2019.2,2019.2 (192.5728.98),13 Jul 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Convert anonymous to Inner' produces uncompilable source when generic of outer class is used,https://youtrack.jetbrains.com/issue/IDEA-208734/Convert-anonymous-to-Inner-produces-uncompilable-source-when-generic-of-outer-class-is-used,Normal,Bug,Fixed,Java. Refactorings,2019.1 (191.6183.87),192.3456,Not specified,2019.2 (192.5728.98),13 Jul 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline method with unused parameter causes uncompilable or unintended code,https://youtrack.jetbrains.com/issue/IDEA-215429/Inline-method-with-unused-parameter-causes-uncompilable-or-unintended-code,Normal,Bug,Fixed,Java. Refactorings,2019.1.3 (191.7479.19),192.4787,2019.2,2019.2 (192.5728.98),13 Jul 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Strange warning on 'Push Members Down' refactoring,https://youtrack.jetbrains.com/issue/IDEA-211394/Strange-warning-on-Push-Members-Down-refactoring,Normal,Bug,Fixed,Java. Refactorings,2019.1.1 (191.6707.61),212.3111,2021.2,2019.2.1 (192.6262.58),6 Jul 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Broken documentation link for Refactor -> Change class signature -> help,https://youtrack.jetbrains.com/issue/IDEA-190425/Broken-documentation-link-for-Refactor-Change-class-signature-help,Normal,Bug,Fixed,Java. Refactorings,Not specified,Not specified,Not specified,Not specified,18 May 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inline method deletes all, including usages.",https://youtrack.jetbrains.com/issue/IDEA-280791/Inline-method-deletes-all-including-usages.,Normal,Bug,Fixed,Java. Refactorings,2021.3 (213.5744.223),221.263,2022.1,Not specified,7 Apr 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Choose Destination Directory' dialog: selection in 'Source Roots' tab affects 'Ok' button even if 'Find by Class' tab is active,https://youtrack.jetbrains.com/issue/IDEA-282789/Choose-Destination-Directory-dialog-selection-in-Source-Roots-tab-affects-Ok-button-even-if-Find-by-Class-tab-is-active,Normal,Bug,Fixed,Java. Refactorings,Not specified,221.1367,2022.1,Not specified,7 Apr 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Cancel' doens't work when renaming packages,https://youtrack.jetbrains.com/issue/IDEA-283257/Cancel-doenst-work-when-renaming-packages,Normal,Bug,Fixed,Java. Refactorings,2022.1 (221.5080.210),221.1758,2022.1,Not specified,7 Apr 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
imports of classes defined in Scala files are not removed if imported class is located in the same package,https://youtrack.jetbrains.com/issue/IDEA-283470/imports-of-classes-defined-in-Scala-files-are-not-removed-if-imported-class-is-located-in-the-same-package,Normal,Bug,Fixed,Java. Refactorings,Not specified,221.1846,2022.1,Not specified,7 Apr 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
"Javadoc badly formatted after ""Change Signature...""",https://youtrack.jetbrains.com/issue/IDEA-281568/Javadoc-badly-formatted-after-Change-Signature...,Normal,Bug,Fixed,Java. Refactorings,2021.3 (213.5744.223),221.2371,2022.1,Not specified,7 Apr 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Change Signature"" breaks Javadoc formatting when deleting a parameter",https://youtrack.jetbrains.com/issue/IDEA-139879/Change-Signature-breaks-Javadoc-formatting-when-deleting-a-parameter,Normal,Bug,Fixed,Java. Refactorings,Not specified,221.2371,2022.1,Not specified,7 Apr 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Refactoring, Move Inner Class"" on Enum results in compiler error",https://youtrack.jetbrains.com/issue/IDEA-286291/Refactoring-Move-Inner-Class-on-Enum-results-in-compiler-error,Normal,Bug,Fixed,Java. Refactorings,2021.3.1 (213.6461.79),221.3136,2022.1,Not specified,7 Apr 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
renaming record class with chained constructor call generates constructor with compile error,https://youtrack.jetbrains.com/issue/IDEA-286155/renaming-record-class-with-chained-constructor-call-generates-constructor-with-compile-error,Normal,Bug,Fixed,Java. Refactorings,"2021.3.1 (213.6461.79), 2022.1 (221.5080.210)",221.3136,2022.1,Not specified,7 Apr 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Incorrect replace this occurrence behavior for subclass fields,https://youtrack.jetbrains.com/issue/IDEA-287879/Incorrect-replace-this-occurrence-behavior-for-subclass-fields,Normal,Bug,Fixed,Java. Refactorings,2021.3.2 (213.6777.52),221.4733,2022.1,Not specified,7 Apr 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
"Choosing variable extraction scope in a lambda in a field initializer: ""Containing block"" highlights the entire class",https://youtrack.jetbrains.com/issue/IDEA-286811/Choosing-variable-extraction-scope-in-a-lambda-in-a-field-initializer-Containing-block-highlights-the-entire-class,Normal,Bug,Fixed,Java. Refactorings,2021.3.1 (213.6461.79),"221.3464, 213.6897",2021.3.3,Not specified,17 Mar 2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Change signature for JavaDoc still broken in IJ 15,https://youtrack.jetbrains.com/issue/IDEA-149579/Change-signature-for-JavaDoc-still-broken-in-IJ-15,Normal,Bug,Fixed,Java. Refactorings,Not specified,Not specified,Not specified,Not specified,27 Dec 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Change Signature Refactoring removes JavaDoc of not affected parameter,https://youtrack.jetbrains.com/issue/IDEA-227030/Change-Signature-Refactoring-removes-JavaDoc-of-not-affected-parameter,Normal,Bug,Fixed,Java. Refactorings,2019.3 (193.5233.102),Not specified,Not specified,Not specified,13 Dec 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Why forcing of final when extracting parameter? Don't need it. Don't want it.,https://youtrack.jetbrains.com/issue/IDEA-272361/Why-forcing-of-final-when-extracting-parameter-Dont-need-it.-Dont-want-it.,Normal,Bug,Fixed,Java. Refactorings,2021.2 (212.4746.92),213.431,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Change signature: applying the refactoring breaks the code if lambda implements overridden interface,https://youtrack.jetbrains.com/issue/IDEA-276192/Change-signature-applying-the-refactoring-breaks-the-code-if-lambda-implements-overridden-interface,Normal,Bug,Fixed,Java. Refactorings,Not specified,213.2563,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce variable from part of a string literal strange highlighting,https://youtrack.jetbrains.com/issue/IDEA-277489/Introduce-variable-from-part-of-a-string-literal-strange-highlighting,Normal,Bug,Fixed,Java. Refactorings,Not specified,213.3426,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Refactor Move fails to check module dependencies if non-java files are included,https://youtrack.jetbrains.com/issue/IDEA-277808/Refactor-Move-fails-to-check-module-dependencies-if-non-java-files-are-included,Normal,Bug,Fixed,Java. Refactorings,2021.3 (213.5744.223),213.3742,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce variable from subexpression fails when only part of occurrences are to be replaced,https://youtrack.jetbrains.com/issue/IDEA-278212/Introduce-variable-from-subexpression-fails-when-only-part-of-occurrences-are-to-be-replaced,Normal,Bug,Fixed,Java. Refactorings,Not specified,213.3819,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline Parameter: unresolved references are left after inline with lambda initializer,https://youtrack.jetbrains.com/issue/IDEA-278368/Inline-Parameter-unresolved-references-are-left-after-inline-with-lambda-initializer,Normal,Bug,Fixed,Java. Refactorings,Not specified,213.3877,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract superclass warns about non-accessible package private class when target class is located in the same directory,https://youtrack.jetbrains.com/issue/IDEA-278424/Extract-superclass-warns-about-non-accessible-package-private-class-when-target-class-is-located-in-the-same-directory,Normal,Bug,Fixed,Java. Refactorings,Not specified,213.3897,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Spurious problem detected on Extract | Superclass...,https://youtrack.jetbrains.com/issue/IDEA-207561/Spurious-problem-detected-on-Extract-Superclass...,Normal,Bug,Fixed,Java. Refactorings,"2019.1 (191.6183.87), 2019.2 (192.5728.98)",213.3977,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline local doesn't work when reassignment is done in anonymous class args,https://youtrack.jetbrains.com/issue/IDEA-279485/Inline-local-doesnt-work-when-reassignment-is-done-in-anonymous-class-args,Normal,Bug,Fixed,Java. Refactorings,Not specified,213.46,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Incorrect import when copy/pasting in a particular scenario,https://youtrack.jetbrains.com/issue/IDEA-279392/Incorrect-import-when-copy-pasting-in-a-particular-scenario,Normal,Bug,Fixed,Java. Refactorings,2021.3 (213.5744.223),213.4722,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Refactor rename to same drops generic.,https://youtrack.jetbrains.com/issue/IDEA-280046/Refactor-rename-to-same-drops-generic.,Normal,Bug,Fixed,Java. Refactorings,2021.3 (213.5744.223),"221.47, 213.5430",2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refactoring ""Change signature"": make public/protected/package local"" could suggest to change the visibility in the whole hierarchy.",https://youtrack.jetbrains.com/issue/IDEA-112516/Refactoring-Change-signature-make-public-protected-package-local-could-suggest-to-change-the-visibility-in-the-whole-hierarchy.,Normal,Bug,Fixed,Java. Refactorings,Not specified,213.4722,2021.3,Not specified,30 Nov 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"Change Signature refactoring: Moving parameter up or down clears the ""Use Any Var"" checkbox",https://youtrack.jetbrains.com/issue/IDEA-102274/Change-Signature-refactoring-Moving-parameter-up-or-down-clears-the-Use-Any-Var-checkbox,Normal,Bug,Fixed,Java. Refactorings,Not specified,213.5281,Not specified,Not specified,21 Oct 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
File does not exist in VFS on attempt to paste already existing file,https://youtrack.jetbrains.com/issue/IDEA-275841/File-does-not-exist-in-VFS-on-attempt-to-paste-already-existing-file,Major,Bug,Fixed,Java. Refactorings,2021.3 (213.5744.223),213.254,Not specified,Not specified,14 Oct 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename refactoring doesn't work for pattern variables in switch,https://youtrack.jetbrains.com/issue/IDEA-273864/Rename-refactoring-doesnt-work-for-pattern-variables-in-switch,Normal,Bug,Fixed,Java. Refactorings,Not specified,"213.1265, 212.4892",2021.2.1,Not specified,24 Aug 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Update usages to reflect signature changes IllegalArgumentException: Zero length string passed to TextLayout constructor.,https://youtrack.jetbrains.com/issue/IDEA-272828/Update-usages-to-reflect-signature-changes-IllegalArgumentException-Zero-length-string-passed-to-TextLayout-constructor.,Normal,Bug,Fixed,Java. Refactorings,2021.2 (212.4746.92),"213.840, 212.4942",2021.2.1,Not specified,24 Aug 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline extract static field preview,https://youtrack.jetbrains.com/issue/IDEA-262519/Inline-extract-static-field-preview,Normal,Bug,Fixed,Java. Refactorings,2021.1 (211.6693.111),212.202,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Introduce functional variable"" allows variable declared with ""var""",https://youtrack.jetbrains.com/issue/IDEA-262534/Introduce-functional-variable-allows-variable-declared-with-var,Normal,Bug,Fixed,Java. Refactorings,Not specified,212.202,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Change signature preview is not updating after canceling refactoring,https://youtrack.jetbrains.com/issue/IDEA-264699/Change-signature-preview-is-not-updating-after-canceling-refactoring,Normal,Bug,Fixed,Java. Refactorings,2021.1 (211.6693.111),212.1227,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Rename parameter preview dialog not showing position in source until item selection is changed,https://youtrack.jetbrains.com/issue/IDEA-230063/Rename-parameter-preview-dialog-not-showing-position-in-source-until-item-selection-is-changed,Normal,Bug,Fixed,Java. Refactorings,"2019.3 (193.5233.102), 2020.1 (201.6668.121)",212.2125,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Safe Delete' for a parameter in method in Java interface fails with exception if there are implementations in Kotlin,https://youtrack.jetbrains.com/issue/IDEA-268206/Safe-Delete-for-a-parameter-in-method-in-Java-interface-fails-with-exception-if-there-are-implementations-in-Kotlin,Normal,Bug,Fixed,Java. Refactorings,"2020.2 (202.6397.94), 2021.2 (212.4746.92)",212.2511,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross-language/inline refactoring: superclass references should be removed after inlining and removing superclass from Java source,https://youtrack.jetbrains.com/issue/IDEA-248485/Cross-language-inline-refactoring-superclass-references-should-be-removed-after-inlining-and-removing-superclass-from-Java,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),212.2601,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce parameter silently breaks record members,https://youtrack.jetbrains.com/issue/IDEA-267382/Introduce-parameter-silently-breaks-record-members,Normal,Bug,Fixed,Java. Refactorings,2021.1 (211.6693.111),212.2661,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Move Instance Method"" refactoring could be improved for `default` interface methods, and empty interface methods",https://youtrack.jetbrains.com/issue/IDEA-222011/Move-Instance-Method-refactoring-could-be-improved-for-default-interface-methods-and-empty-interface-methods,Normal,Bug,Fixed,Java. Refactorings,2019.3 (193.5233.102),212.269,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Migrate to JUnit 5"" quick fix doesn't work when ""JUnit (4.x -> 5.0)"" migration map is deleted",https://youtrack.jetbrains.com/issue/IDEA-268851/Migrate-to-JUnit-5-quick-fix-doesnt-work-when-JUnit-4.x-5.0-migration-map-is-deleted,Normal,Bug,Fixed,Java. Refactorings,2021.2 (212.4746.92),212.2839,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Migration of annotations from JUnit 4 to JUnit 5 fails,https://youtrack.jetbrains.com/issue/IDEA-268879/Migration-of-annotations-from-JUnit-4-to-JUnit-5-fails,Normal,Bug,Fixed,Java. Refactorings,2021.2 (212.4746.92),212.2839,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Package renaming should also rename resource paths,https://youtrack.jetbrains.com/issue/IDEA-238330/Package-renaming-should-also-rename-resource-paths,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),212.2885,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Class move drops generic signature from non static inner class living outside.,https://youtrack.jetbrains.com/issue/IDEA-267555/Class-move-drops-generic-signature-from-non-static-inner-class-living-outside.,Normal,Bug,Fixed,Java. Refactorings,2021.2 (212.4746.92),212.257,2021.2,Not specified,27 Jul 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"After selecting ""Inline all and keep"" next time ""Inline all and remove"" is preselected in dialog",https://youtrack.jetbrains.com/issue/IDEA-252977/After-selecting-Inline-all-and-keep-next-time-Inline-all-and-remove-is-preselected-in-dialog,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.465,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Exception on trying to rename to wrong name when settings popup opened,https://youtrack.jetbrains.com/issue/IDEA-254234/Exception-on-trying-to-rename-to-wrong-name-when-settings-popup-opened,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.686,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract variable in record constructor and assigning it causes exception,https://youtrack.jetbrains.com/issue/IDEA-255066/Extract-variable-in-record-constructor-and-assigning-it-causes-exception,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.1096,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refactor error, move enum to another class, adds final incorrectly",https://youtrack.jetbrains.com/issue/IDEA-250050/Refactor-error-move-enum-to-another-class-adds-final-incorrectly,Normal,Bug,Fixed,Java. Refactorings,2020.2.1 (202.6948.69),211.1096,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
java9 - class move does not update `module-info.java`,https://youtrack.jetbrains.com/issue/IDEA-179260/java9-class-move-does-not-update-module-info.java,Normal,Bug,Fixed,Java. Refactorings,Not specified,211.882,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"Incorrect ""Inline cannot be applied to multiline method in loop condition"" warning",https://youtrack.jetbrains.com/issue/IDEA-255057/Incorrect-Inline-cannot-be-applied-to-multiline-method-in-loop-condition-warning,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.1678,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refactor method name, performs it wrong",https://youtrack.jetbrains.com/issue/IDEA-248913/Refactor-method-name-performs-it-wrong,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.1712,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Not removing the import when moving two classes outside the packages where one class is importing the other one.,https://youtrack.jetbrains.com/issue/IDEA-252248/Not-removing-the-import-when-moving-two-classes-outside-the-packages-where-one-class-is-importing-the-other-one.,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.1712,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Refactor move class is broken,https://youtrack.jetbrains.com/issue/IDEA-245058/Refactor-move-class-is-broken,Normal,Bug,Fixed,Java. Refactorings,2020.1.2 (201.7846.76),211.2021,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Convert To Instance Method doesn't handle parameter reassigning well,https://youtrack.jetbrains.com/issue/IDEA-256096/Convert-To-Instance-Method-doesnt-handle-parameter-reassigning-well,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.2021,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Pull members Up' doesn't move implementation into interface,https://youtrack.jetbrains.com/issue/IDEA-256667/Pull-members-Up-doesnt-move-implementation-into-interface,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.2553,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Invert if' inserts redundant 'else',https://youtrack.jetbrains.com/issue/IDEA-258495/Invert-if-inserts-redundant-else,Normal,Bug,Fixed,Java. Refactorings,2021.1 (211.6693.111),211.4094,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Refactoring `Use Interface Where Possible` should behave equally for all class references,https://youtrack.jetbrains.com/issue/IDEA-258964/Refactoring-Use-Interface-Where-Possible-should-behave-equally-for-all-class-references,Normal,Bug,Fixed,Java. Refactorings,Not specified,211.4415,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce Variable does not work together with 'declare var type' for arrays,https://youtrack.jetbrains.com/issue/IDEA-259249/Introduce-Variable-does-not-work-together-with-declare-var-type-for-arrays,Normal,Bug,Fixed,Java. Refactorings,2021.1 (211.6693.111),211.484,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannot rename record field,https://youtrack.jetbrains.com/issue/IDEA-248803/Cannot-rename-record-field,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.1813,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
class/package deletion does not update `module-info.java`,https://youtrack.jetbrains.com/issue/IDEA-257315/class-package-deletion-does-not-update-module-info.java,Normal,Bug,Fixed,Java. Refactorings,Not specified,211.5001,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
IllegalArgumentException during rename package refactor,https://youtrack.jetbrains.com/issue/IDEA-259219/IllegalArgumentException-during-rename-package-refactor,Normal,Bug,Fixed,Java. Refactorings,2020.3.1 (203.6682.168),211.5124,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Make static of method with receiver parameter breaks code,https://youtrack.jetbrains.com/issue/IDEA-223325/Make-static-of-method-with-receiver-parameter-breaks-code,Normal,Bug,Fixed,Java. Refactorings,2019.3 (193.5233.102),211.5133,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"Java refactoring ""pull members up"" up not great",https://youtrack.jetbrains.com/issue/IDEA-248954/Java-refactoring-pull-members-up-up-not-great,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.5315,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Use Interface Where Possible should not modify the interface itself,https://youtrack.jetbrains.com/issue/IDEA-258910/Use-Interface-Where-Possible-should-not-modify-the-interface-itself,Normal,Bug,Fixed,Java. Refactorings,2021.1 (211.6693.111),211.5315,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Extract method fails if there is method with the same name as suggested,https://youtrack.jetbrains.com/issue/IDEA-254035/Extract-method-fails-if-there-is-method-with-the-same-name-as-suggested,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),211.6085,2021.1,Not specified,6 Apr 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Can not inline not multiline method in constructor,https://youtrack.jetbrains.com/issue/IDEA-263363/Can-not-inline-not-multiline-method-in-constructor,Normal,Bug,Fixed,Java. Refactorings,Not specified,Not specified,2021.1,Not specified,3 Mar 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
No update change signature gutter after extracting method,https://youtrack.jetbrains.com/issue/IDEA-255663/No-update-change-signature-gutter-after-extracting-method,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),Not specified,Not specified,Not specified,25 Feb 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Safe Delete not accessible on class properties,https://youtrack.jetbrains.com/issue/IDEA-170415/Safe-Delete-not-accessible-on-class-properties,Normal,Bug,Fixed,Java. Refactorings,Not specified,172.1469,Not specified,Not specified,16 Feb 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
"live templates "".var "": the generated result mistakenly contains its annotation",https://youtrack.jetbrains.com/issue/IDEA-240933/live-templates-.var-the-generated-result-mistakenly-contains-its-annotation,Normal,Bug,Fixed,Java. Refactorings,2020.1.2 (201.7846.76),202.4855,2020.2,Not specified,7 Jan 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduce variable should be forbidden on reference to class/package,https://youtrack.jetbrains.com/issue/IDEA-244925/Introduce-variable-should-be-forbidden-on-reference-to-class-package,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),203.72,2020.3,Not specified,1 Dec 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline refactoring removes comments above and after the method,https://youtrack.jetbrains.com/issue/IDEA-244603/Inline-refactoring-removes-comments-above-and-after-the-method,Normal,Bug,Fixed,Java. Refactorings,2020.2 (202.6397.94),203.1471,2020.3,Not specified,1 Dec 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Warning about moving a package to another source root misses the package name,https://youtrack.jetbrains.com/issue/IDEA-247125/Warning-about-moving-a-package-to-another-source-root-misses-the-package-name,Normal,Bug,Fixed,Java. Refactorings,Not specified,203.1917,2020.3,Not specified,1 Dec 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline method: should find Kotlin usages where they called as synthetic property,https://youtrack.jetbrains.com/issue/IDEA-248324/Inline-method-should-find-Kotlin-usages-where-they-called-as-synthetic-property,Normal,Bug,Fixed,Java. Refactorings,2020.2 (202.6397.94),203.26,2020.3,Not specified,1 Dec 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline field: wrong result for field with definition in constructor,https://youtrack.jetbrains.com/issue/IDEA-247851/Inline-field-wrong-result-for-field-with-definition-in-constructor,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),203.2638,2020.3,Not specified,1 Dec 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Extract method"" refactoring ignores method name and uses 'extracted' instead",https://youtrack.jetbrains.com/issue/IDEA-250077/Extract-method-refactoring-ignores-method-name-and-uses-extracted-instead,Normal,Bug,Fixed,Java. Refactorings,Not specified,203.3384,2020.3,Not specified,1 Dec 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Inline method dialog shows method to inline twice,https://youtrack.jetbrains.com/issue/IDEA-251496/Inline-method-dialog-shows-method-to-inline-twice,Normal,Bug,Fixed,Java. Refactorings,Not specified,203.4054,2020.3,Not specified,1 Dec 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
Unable to start inplace refactoring,https://youtrack.jetbrains.com/issue/IDEA-251339/Unable-to-start-inplace-refactoring,Normal,Bug,Fixed,Java. Refactorings,2020.3 (203.5981.155),203.4067,2020.3,Not specified,1 Dec 2020,,,,,,,,,,,,,,,,,,,,,,,,,,
